id,target
8841,1
4833,0
2385,2
8663,0
5006,0
11793,4
1572,1
2480,2
10376,3
7019,0
12048,3
11487,4
7075,4
12500,4
8147,2
4213,2
8364,1
1102,0
8671,0
12550,2
11648,1
8783,2
4170,0
11589,3
1659,2
719,0
10199,0
10455,0
9474,3
6121,0
4863,2
9275,0
14495,0
5007,0
6650,3
4677,0
4416,0
7244,0
6702,1
6097,4
6554,0
9824,4
8583,0
7464,3
9019,0
13650,0
3697,0
8249,1
14115,0
3822,0
9198,4
10251,2
8163,0
3378,3
5660,0
13767,0
10139,4
3858,1
13632,0
2034,2
5522,1
5319,1
985,0
12132,0
11937,2
8347,0
9156,0
266,3
5556,2
13128,0
2054,3
2870,3
9076,4
14591,2
10893,0
12055,0
6532,0
10802,0
13316,0
11960,0
11525,0
13453,4
7094,0
8227,0
9912,4
3006,0
13362,0
9776,0
12154,0
7627,0
8828,0
10793,0
9785,1
11835,0
1447,1
8626,3
4760,0
10570,0
953,0
3554,0
7859,1
8432,0
7827,0
11072,0
11523,0
3886,4
12946,4
7854,0
13944,0
12359,0
14203,1
12715,0
7241,0
11862,4
1145,0
9479,0
11061,0
10600,0
1197,1
1906,0
13429,0
14672,0
4107,1
5967,2
14655,0
7309,3
6282,0
2730,1
7643,0
14346,1
6435,4
10364,2
14805,0
4795,0
11336,0
4445,3
7780,2
5325,0
11497,0
4868,4
495,0
10744,0
14969,0
4048,0
8652,4
14556,3
2215,0
10505,0
10690,1
3217,2
3531,4
10885,0
1262,0
6803,0
4708,0
13682,0
1424,4
9134,1
12163,0
7154,0
5704,1
10471,0
11946,0
6776,2
11370,0
14679,0
10510,0
8531,2
10475,2
12619,2
11133,1
6883,0
7020,0
4675,0
9813,3
4046,0
12466,2
14627,2
6985,1
10869,0
6338,0
8184,0
4966,2
3559,1
6967,0
4962,1
3338,1
7031,0
12201,3
13071,0
11327,0
4918,3
12394,1
11088,0
12372,0
14309,0
2319,4
7748,4
6307,2
5857,0
6,0
3397,0
7494,1
10487,3
7307,0
4244,0
9835,4
516,1
7804,0
8888,0
8983,1
5821,0
9328,4
6937,0
10329,4
5414,2
10027,0
3091,0
14755,0
4654,0
9645,0
13981,0
455,4
14132,0
14864,2
14793,0
11528,0
1847,0
5130,3
5150,1
10094,1
4789,4
3056,0
11851,3
4547,3
10970,0
5638,2
9146,3
8604,0
5534,4
6793,4
2279,0
5294,1
14262,0
834,0
5687,0
2834,1
4341,2
8767,2
9319,0
11812,0
2057,1
10114,4
13799,0
14291,3
9084,0
6335,2
2955,0
7619,3
4927,3
8181,2
8304,1
8274,1
13437,2
11290,0
3673,4
9241,0
9606,1
7381,0
13048,0
1416,4
4540,4
879,1
6008,0
1307,0
10143,0
640,0
5632,0
2405,0
9984,1
2294,0
6438,0
8264,4
11247,3
1100,0
6458,2
6693,0
817,4
2965,2
6118,0
13196,0
427,0
6011,0
13140,0
12314,4
5423,0
5422,4
2130,1
11427,3
8435,0
5345,4
4982,4
8535,3
14104,0
11814,0
7967,0
6023,2
10441,3
6411,0
13840,0
790,0
4175,1
421,0
1057,2
13304,2
9975,2
503,3
10089,2
8281,4
526,0
33,0
14123,0
11058,0
14215,0
2328,0
2873,1
5803,0
6910,0
8853,4
6534,4
3826,4
4331,0
13439,1
1177,4
9219,0
371,0
3020,0
9462,3
14072,0
9070,1
10984,0
12854,0
194,0
110,0
12534,0
1252,4
14902,0
5706,0
2689,0
7295,0
9200,0
11785,0
13166,4
11798,1
1129,4
1935,0
4829,2
2188,2
786,0
8774,0
9599,0
6387,0
9312,0
636,3
3587,4
13537,0
12273,2
9907,4
1682,0
10543,1
3305,1
9517,4
6535,4
9943,2
8687,1
13915,0
8844,2
7995,1
14249,0
2525,2
1780,0
4870,1
13005,0
567,0
7683,1
8699,3
14983,4
39,2
805,0
6931,4
4831,0
13097,4
4375,4
9055,0
5251,2
4284,0
9120,0
9856,0
3445,3
10232,0
14071,1
1196,0
4154,0
11233,2
9916,2
12279,0
9226,1
1464,3
7694,0
11059,0
12528,3
13154,4
6592,0
3110,1
6821,1
1915,0
1674,2
12745,2
1337,1
7650,2
2096,1
5775,0
4125,0
4994,0
3321,4
7840,3
12660,1
6792,0
14102,0
12432,1
2251,0
1031,0
4878,0
10286,0
967,0
13019,0
3493,4
1298,1
9848,0
2192,4
2498,0
12409,1
11287,0
13818,3
2022,4
8786,2
4097,0
1853,0
12429,1
7786,2
6042,2
40,1
12974,1
2450,4
3486,2
3364,3
14489,0
12523,4
6909,2
12156,4
11453,0
7875,1
5701,0
8407,4
2050,1
6962,1
3106,3
13069,0
14721,1
11090,1
7561,0
13728,1
7311,1
11503,3
10072,2
8586,1
6971,2
11581,0
1643,0
2750,0
13062,4
9135,2
10905,1
9420,0
4117,1
4818,0
413,0
6400,3
6228,0
13260,0
1829,0
11266,4
5785,2
7530,4
11042,0
14372,1
10526,0
7737,0
4006,0
14047,2
13221,2
12225,0
1263,1
1818,0
1765,4
726,0
5200,0
10454,0
9803,1
10872,4
2558,4
11328,1
3956,1
2576,0
11897,4
6407,4
2080,0
12673,1
10349,0
8563,1
5779,0
11694,1
2432,3
7320,1
2160,3
8450,1
8984,2
14560,0
350,4
2734,4
2374,0
12527,0
9117,3
2594,0
9960,1
3324,0
12236,2
5893,3
8662,2
9929,0
1025,2
4271,0
6248,0
9317,1
13150,3
5399,0
3682,0
5439,1
9798,4
12984,0
8023,4
7841,0
9264,4
8637,0
12039,1
2357,1
4088,1
4115,2
1288,0
2984,2
7129,3
4712,0
14927,0
3691,4
10285,2
12113,1
13517,1
8461,2
2941,1
6696,0
10788,0
3327,0
605,0
4266,4
8174,0
14037,0
11817,0
3100,0
4460,1
9174,4
10181,0
202,4
7978,4
13953,0
6933,0
4508,0
6672,0
9177,0
6645,0
1812,0
3821,0
4975,0
8516,0
3307,4
7652,4
1747,0
2427,4
8072,0
10633,0
12368,0
651,0
3519,2
3681,0
10238,0
1897,0
8420,1
3617,2
2621,0
10758,2
6408,0
10513,4
11137,0
3993,2
9389,1
2104,4
4196,0
1702,1
13566,3
14839,0
3727,4
6037,0
7373,0
1237,2
6862,1
14677,0
4235,0
6949,0
5875,1
5714,0
1388,0
8026,4
13658,2
10382,4
13695,0
9594,0
9719,2
1974,0
6853,1
7401,0
11803,0
14689,2
6357,0
9490,2
6319,3
1413,0
12109,0
14099,1
7829,4
7598,0
10406,0
3650,0
1981,0
5574,1
1016,4
9859,0
6442,3
2866,0
7458,2
4024,4
3144,2
4494,2
7582,0
9819,1
13425,4
6242,0
5931,0
1911,0
4063,0
5147,2
6529,2
7910,0
7014,0
8100,3
14673,0
5842,1
13380,4
1776,0
5083,0
3074,2
5963,4
7419,3
12,4
13826,1
3741,0
8900,4
2470,0
10849,4
6378,1
3735,2
8393,3
11930,0
461,0
9323,0
3909,3
13676,0
4162,4
7668,4
2623,2
14550,0
13645,4
2445,4
14256,4
1732,1
4786,3
9735,0
4827,0
6748,2
2360,1
10688,0
6948,2
9744,4
9999,1
1603,0
14937,3
5222,1
13957,0
14278,0
14826,0
7073,0
12259,4
7830,0
13708,0
1013,0
12470,1
10162,4
721,1
9232,1
4590,0
2647,0
606,0
3045,2
11202,1
2175,4
624,0
861,0
9675,0
877,1
8544,0
6887,1
10310,3
3150,1
6641,4
13207,0
13980,1
10986,1
13528,0
13305,0
10040,4
11087,4
7142,4
13665,4
2320,0
9214,0
4847,0
11513,0
9756,0
1781,3
13228,4
13259,0
3456,2
1810,0
12909,0
12513,1
113,0
6450,0
11800,0
1397,3
7260,4
14982,0
4210,3
2098,3
13175,4
14843,3
6912,0
13222,1
10579,0
7744,0
14441,2
13002,3
447,0
9878,0
8078,0
5268,0
13241,0
14971,4
9991,0
5525,1
12791,0
6293,3
5571,1
14768,0
9727,0
305,0
13994,4
10980,2
14573,4
6333,0
9298,0
8766,0
7706,0
1679,3
3017,0
1939,0
1560,4
9086,0
3082,0
9893,0
4916,0
12892,3
798,4
10933,1
1353,2
6273,0
2465,0
6880,0
1113,4
12536,0
2126,2
8210,0
12914,1
14886,2
13061,3
14749,1
6616,4
1685,0
9633,2
2673,0
2351,0
9854,1
11365,3
1012,0
13622,1
3760,1
3528,4
9406,1
252,3
3890,0
2759,0
9664,2
12962,0
5524,0
285,3
2642,0
13178,4
1863,3
10041,0
6556,0
14139,1
12766,3
2284,4
10491,4
10580,2
7314,4
9615,1
1115,1
4852,2
2549,2
8241,3
1500,0
5720,4
7669,1
14415,0
2275,0
870,3
14201,0
2090,0
4192,0
2809,0
8704,4
142,4
7548,1
7800,2
6627,0
7365,0
8193,1
11920,0
9336,0
8018,0
2048,3
14233,0
1827,2
8959,0
2812,2
9466,0
6209,3
4084,0
8390,3
1986,0
13428,0
13232,0
2983,0
9598,0
12331,0
13041,4
12387,0
9668,0
9403,4
2087,0
7,0
13487,2
11547,0
5335,3
3843,1
5465,4
10174,2
269,1
11536,1
13119,0
5012,0
4798,3
12989,0
8054,0
677,3
7482,1
3994,1
1896,0
2996,4
583,0
14584,4
5547,0
6859,0
6470,2
8232,0
8759,3
10435,4
10230,2
12139,1
11448,0
7832,1
13199,1
10483,1
3857,0
4360,1
11695,0
6460,1
11943,4
7497,3
9962,4
1605,0
13118,0
10125,3
4070,0
9368,0
14963,0
1215,2
3699,0
9554,2
7279,4
14738,4
5355,0
3808,0
12219,0
3104,0
13857,1
5426,1
8879,4
13932,0
5037,0
8055,4
1866,0
2833,3
13092,0
5024,1
7788,4
2355,3
9123,1
5082,0
6920,2
13407,0
3524,4
6084,4
9693,0
3249,0
12059,1
11044,0
8230,0
13612,1
7230,4
1168,1
2049,2
2676,0
12112,4
6465,0
10239,0
4114,3
14574,2
1860,0
10001,3
6466,0
9098,0
9494,0
12877,0
9906,0
8887,0
12083,3
3111,0
644,1
6986,4
14780,4
13473,3
6343,0
13982,3
7480,2
3983,1
7774,0
6827,1
772,0
12077,0
2863,1
4202,1
12742,3
9147,2
10643,0
14028,0
6788,2
14562,0
8082,0
7924,0
13972,0
14197,2
2125,0
8588,2
10133,2
12232,1
9679,4
6428,0
12604,1
2856,3
6108,0
9647,0
2146,1
1188,0
4432,1
11371,2
11491,0
4317,0
8038,4
8305,2
7039,1
6659,2
9361,0
2524,0
7049,4
7341,4
7954,0
12486,0
11366,0
8776,0
4207,4
6332,2
5432,4
10641,1
7011,1
11270,0
4361,4
2336,1
5050,4
6072,3
753,0
14919,1
7022,4
11651,1
1062,1
6720,0
1522,0
3050,1
2520,2
2745,0
13501,2
2229,0
8136,0
4067,3
6434,0
9965,0
8780,0
3229,3
7023,2
8271,0
5934,0
13754,0
8212,1
9689,0
14694,0
12994,3
9152,1
14209,2
11246,0
2533,0
303,2
12529,1
8859,3
3807,2
11375,0
14461,0
12296,4
11210,2
3661,0
13599,4
4340,0
7933,0
2068,0
13385,0
8336,0
7199,0
11542,0
971,0
4179,0
6418,1
70,0
3883,0
10385,0
10730,2
10237,3
9369,0
5259,0
10415,4
10547,0
7820,2
3953,0
7240,1
3605,0
4491,0
2702,1
9488,0
12956,0
1317,3
8480,0
14395,1
542,0
6608,0
5633,3
418,2
3544,0
1163,1
8592,0
6029,0
2287,0
10638,1
596,0
10888,2
12241,1
8623,0
4126,0
4203,1
12170,0
5956,0
4521,0
445,0
8308,1
1460,4
6315,4
7028,0
12061,0
7742,1
5855,4
14118,0
2865,0
4178,1
2817,1
11436,1
14019,4
10677,0
5436,2
3967,0
1689,0
2038,0
13755,1
14663,4
3568,0
2700,0
14644,0
12379,0
6723,0
5777,4
728,2
13035,0
13234,0
10991,0
8660,4
11715,4
2451,0
4379,1
6615,2
10651,0
1018,2
41,2
4232,4
1692,0
14226,3
12250,1
7906,0
5427,2
7552,0
7330,2
2217,2
13678,1
10756,3
11459,1
2552,0
10107,4
12934,0
1432,4
12740,1
1417,0
9311,0
11923,0
2609,3
9027,3
1775,0
13522,0
5000,0
10909,4
12440,4
2641,1
9375,3
9364,0
7726,0
6682,0
4220,0
7639,4
1760,2
5180,0
12302,2
11306,0
7221,0
13626,4
1220,2
6360,3
5097,2
6331,0
14080,0
1458,1
14754,2
7649,2
13593,1
12495,1
8137,0
5090,0
14725,2
8763,2
13620,2
10896,4
13239,4
12889,2
6947,0
11140,1
704,1
473,0
12973,1
12944,1
5497,0
10957,0
2577,3
1130,1
4771,4
8266,3
5073,1
10170,0
13342,0
13016,4
12386,0
4258,4
12400,0
6624,0
14222,4
699,0
14340,0
7091,2
8734,0
11917,4
6703,0
8285,0
1448,1
815,0
2389,4
2956,0
2703,0
6799,0
11181,4
5938,4
12121,0
10961,0
5477,0
4845,4
14277,2
5948,1
1948,0
9510,0
10609,0
11751,0
10532,4
11610,0
2331,0
12935,2
10794,1
5858,0
11759,0
10408,0
170,3
5661,3
711,2
7186,0
9165,1
10623,0
6558,0
12151,0
7108,4
3122,1
4548,4
1990,0
9251,1
12460,0
10410,0
4,0
7126,2
3961,0
1767,0
7941,3
9804,0
11416,3
607,1
4602,0
679,0
5659,0
13850,1
10684,0
3500,0
14024,4
1805,1
14736,0
8668,4
13947,0
11144,1
7672,4
1841,0
13605,2
10293,0
4132,4
8207,2
8911,0
5975,0
6046,2
2976,2
5971,1
9579,2
6281,0
5032,0
14266,0
5741,3
3236,0
1146,1
9014,3
10830,0
6140,0
12746,4
12885,1
13570,4
4538,0
5515,2
12769,4
12020,0
4353,4
7361,0
1514,0
351,2
3432,0
7169,4
9020,4
10971,0
4792,2
8487,0
2162,0
12514,0
5836,0
11113,3
35,1
14742,4
11460,1
277,0
11752,2
9891,4
14986,0
9092,1
8312,0
9522,0
11056,0
10007,0
1436,0
3395,1
9005,2
6709,4
11871,0
1489,2
14147,0
5617,0
2843,4
5145,1
7616,3
3813,0
11100,2
6099,0
12628,0
1764,0
14143,0
5374,3
2407,4
1524,2
295,1
14287,0
7157,0
14850,0
9837,1
7711,4
14757,2
1678,0
10835,0
7524,4
10848,0
5225,0
13942,2
13049,0
13892,0
3177,0
8044,0
3641,2
6734,0
6587,0
9734,0
6938,1
12226,0
783,2
7134,4
2543,1
2422,2
11452,1
5727,2
2624,0
12760,4
11190,1
8447,0
6906,0
10574,0
5059,2
3257,1
9771,4
239,0
13350,2
10078,0
8872,4
1084,0
10560,2
10919,0
13893,4
7444,3
12324,2
5100,4
14377,1
2348,1
5231,0
13308,0
2964,0
13457,0
3501,1
2363,0
2595,1
10910,3
394,0
7811,4
9570,3
5388,0
11424,2
7114,4
10780,1
10038,1
3461,2
555,2
10248,1
10008,4
14259,0
1175,0
11239,3
13898,0
11194,0
2392,0
10904,0
13581,1
2720,4
12870,0
1862,0
8803,0
562,4
9949,0
10478,2
7825,0
12188,0
9552,0
3373,0
13785,4
5837,1
8546,4
14646,1
11976,0
9277,0
13492,1
8240,3
4276,4
16,0
4303,3
1290,3
4871,2
11255,0
4169,4
10854,2
9161,0
4705,1
9412,3
12940,2
10773,0
540,0
5016,0
3087,4
14344,0
7952,0
7173,0
1347,0
11682,0
4983,1
6791,1
14527,0
11447,4
2307,1
7034,0
4393,0
12281,0
8579,3
1419,1
14250,0
14802,0
7500,4
6224,2
709,0
450,0
14860,2
13252,4
7455,0
13281,0
8001,0
14420,0
3547,2
3028,0
8787,0
12075,0
9399,1
5287,4
6742,3
6441,0
5020,0
6956,0
633,0
13533,1
7391,3
5572,1
6175,1
1021,2
4193,0
2249,4
2747,2
3794,0
5240,2
10229,2
3729,1
13003,0
6813,0
7076,4
535,4
448,0
6267,0
12561,4
5969,2
11668,0
10261,4
11514,4
420,1
12022,2
11912,0
10341,0
10225,0
9663,1
9342,0
1184,0
6507,0
3198,0
4219,0
10004,0
1697,3
2101,1
8874,0
14671,0
12317,4
5808,4
9178,0
9707,0
12146,0
5413,0
10501,3
814,4
5393,0
3408,1
13946,0
4413,0
8292,0
4882,0
4171,0
4733,1
4729,0
4436,0
8384,2
14329,0
6805,2
4043,4
10361,0
8675,0
3176,0
7502,2
3262,1
2178,0
7987,1
8635,0
4620,4
5406,0
833,4
3318,0
5591,0
2573,0
1198,1
8351,0
6322,0
9518,0
9966,0
5713,3
13444,4
1249,1
8499,0
10871,0
3923,0
10944,0
1750,2
4411,2
10672,2
10774,0
14647,0
7143,2
14014,0
1963,3
14127,0
5120,4
6137,0
12805,0
7564,1
11496,1
8856,4
4937,1
7574,4
11780,0
